IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2018,true,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPTZA2018,TZA_2018_HBS_v01_M_v01_A_SSAPOV,,5.59,,,,,,5.59,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,CRI,Costa Rica,Year,2018,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPCRI2018,CRI_2018_ENIG_v01_M,,5.77,,,,,,5.77,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2018,true,Household composition by age,Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_OLDER,,,,,,,DATASOURCE_FPTZA2018,TZA_2018_HBS_v01_M_v01_A_SSAPOV,,5.94,,,,,,5.94,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2018,true,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPPAK2018,PAK_2018_HIES_v01_M,,6.46,,,,,,6.46,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2018,false,Household composition by age,Only older adults (>=60 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ONLY_OLDER_ADULTS,,,,,,,DATASOURCE_FPBOL2018,BOL_2018_EH_v01_M,,6.53,,,,,,6.53,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2018,true,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPPAK2018,PAK_2018_HIES_v01_M,,6.56,,,,,,6.56,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2018,false,Household composition by age,Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_OLDER,,,,,,,DATASOURCE_FPBOL2018,BOL_2018_EH_v01_M,,6.61,,,,,,6.61,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2018,false,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPBOL2018,BOL_2018_EH_v01_M,,6.72,,,,,,6.72,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2018,false,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPBOL2018,BOL_2018_EH_v01_M,,6.79,,,,,,6.79,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BLR,Belarus,Year,2018,false,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPBLR2018,BLR_2018_SHLSS_v01_M,,7.15,,,,,,7.15,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ETH,Ethiopia,Year,2018,true,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPETH2018,ETH_2018_ESS_v02_M,,7.22,,,,,,7.22,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,DOM,Dominican Republic,Year,2018,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPDOM2018,DOM_2018_ENGIH_v01_M,,7.29,,,,,,7.29,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2018,true,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPCIV2018,CIV_2018_EHCVM_v01_M,,7.3,,,,,,7.3,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2018,true,Household composition by age,Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_OLDER,,,,,,,DATASOURCE_FPPAK2018,PAK_2018_HIES_v01_M,,7.65,,,,,,7.65,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ETH,Ethiopia,Year,2018,true,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPETH2018,ETH_2018_ESS_v02_M,,7.79,,,,,,7.79,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,NGA,Nigeria,Year,2018,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPNGA2018,NGA_2018_GHSP-W4_v01_M,,8.11,,,,,,8.11,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,CRI,Costa Rica,Year,2018,true,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPCRI2018,CRI_2018_ENIG_v01_M,,8.22,,,,,,8.22,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2018,true,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPVNM2018,VNM_2018_VLSS_v01_M,,8.37,,,,,,8.37,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,SLE,Sierra Leone,Year,2018,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPSLE2018,SLE_2018_SLISH_v01_M,,8.55,,,,,,8.55,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2018,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPMNG2018,MNG_2018_HSES_v01_M,,9,,,,,,9,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,BEN,Benin,Year,2018,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPBEN2018,BEN_2018_EHCVM_v01_M,,9.73,,,,,,9.73,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2018,true,Household composition by age,Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_OLDER,,,,,,,DATASOURCE_FPVNM2018,VNM_2018_VLSS_v01_M,,9.93,,,,,,9.93,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2017,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPSOM2017,SOM_2017_HFS_v01_M_v01_A_SSAPOV,,0,,,,,,0,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2017,true,Household composition by age,Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_OLDER,,,,,,,DATASOURCE_FPSOM2017,SOM_2017_HFS_v01_M_v01_A_SSAPOV,,0,,,,,,0,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2017,true,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPSOM2017,SOM_2017_HFS_v01_M_v01_A_SSAPOV,,0,,,,,,0,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2017,true,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPSOM2017,SOM_2017_HFS_v01_M_v01_A_SSAPOV,,0,,,,,,0,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2017,true,Household composition by age,Only older adults (>=60 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ONLY_OLDER_ADULTS,,,,,,,DATASOURCE_FPSOM2017,SOM_2017_HFS_v01_M_v01_A_SSAPOV,,0,,,,,,0,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2017,true,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPGBR2017,GBR_2017_HBS_v01_M,,0,,,,,,0,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2017,true,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPGBR2017,GBR_2017_HBS_v01_M,,0,,,,,,0,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2017,true,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPGBR2017,GBR_2017_HBS_v01_M,,1.31,,,,,,1.31,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,GAB,Gabon,Year,2017,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPGAB2017,GAB_2017_EGEP_v01_M_v04_A_SSAPOV,,1.47,,,,,,1.47,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,MUS,Mauritius,Year,2017,true,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPMUS2017,MUS_2017_MHBS_v01_M,,10.42,,,,,,10.42,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2017,true,Household composition by age,Only older adults (>=60 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ONLY_OLDER_ADULTS,,,,,,,DATASOURCE_FPIDN2017,IDN_2017_SUSENAS_v01_M,,10.43,,,,,,10.43,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,true,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPZWE2017,ZWE_2017_PICES_v01_M,,11.11,,,,,,11.11,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BLR,Belarus,Year,2017,false,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPBLR2017,BLR_2017_SHLSS_v01_M,,11.21,,,,,,11.21,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPZWE2017,ZWE_2017_PICES_v01_M,,12.08,,,,,,12.08,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,true,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPZWE2017,ZWE_2017_PICES_v01_M,,13.46,,,,,,13.46,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,MUS,Mauritius,Year,2017,true,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPMUS2017,MUS_2017_MHBS_v01_M,,13.62,,,,,,13.62,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,true,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPZWE2017,ZWE_2017_PICES_v01_M,,13.62,,,,,,13.62,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BLR,Belarus,Year,2017,false,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPBLR2017,BLR_2017_SHLSS_v01_M,,14.21,,,,,,14.21,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BLR,Belarus,Year,2017,false,Household composition by age,Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_OLDER,,,,,,,DATASOURCE_FPBLR2017,BLR_2017_SHLSS_v01_M,,16.53,,,,,,16.53,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,MUS,Mauritius,Year,2017,true,Household composition by age,Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_OLDER,,,,,,,DATASOURCE_FPMUS2017,MUS_2017_MHBS_v01_M,,16.85,,,,,,16.85,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,true,Household composition by age,Only older adults (>=60 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ONLY_OLDER_ADULTS,,,,,,,DATASOURCE_FPZWE2017,ZWE_2017_PICES_v01_M,,17.02,,,,,,17.02,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2017,true,Household composition by age,Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_OLDER,,,,,,,DATASOURCE_FPZWE2017,ZWE_2017_PICES_v01_M,,17.42,,,,,,17.42,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2017,true,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPIRQ2017,IRQ_2017_SWIFT_v01_M,,17.61,,,,,,17.61,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2017,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPGBR2017,GBR_2017_HBS_v01_M,,2.06,,,,,,2.06,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,CAN,Canada,Year,2017,false,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPCAN2017,CAN_2017_SHS_v01_M,,2.2,,,,,,2.2,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2017,true,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPBTN2017,BTN_2017_BLSS_v01_M,,2.94,,,,,,2.94,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BLR,Belarus,Year,2017,false,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPBLR2017,BLR_2017_SHLSS_v01_M,,2.96,,,,,,2.96,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2017,true,Household composition by age,Multigenerational households,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN,,,,,,,DATASOURCE_FPIRQ2017,IRQ_2017_SWIFT_v01_M,,22.09,,,,,,22.09,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2017,true,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPIRQ2017,IRQ_2017_SWIFT_v01_M,,23.73,,,,,,23.73,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2017,true,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPEGY2017,EGY_2017_HIECS_v01_M_v01_A_MNAPOV,,24.06,,,,,,24.06,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,MUS,Mauritius,Year,2017,true,Household composition by age,Only older adults (>=60 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ONLY_OLDER_ADULTS,,,,,,,DATASOURCE_FPMUS2017,MUS_2017_MHBS_v01_M,,26.21,,,,,,26.21,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2017,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPIRQ2017,IRQ_2017_SWIFT_v01_M,,27.3,,,,,,27.3,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,EUR,Europe,Country,BLR,Belarus,Year,2017,false,Household composition by age,Only older adults (>=60 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ONLY_OLDER_ADULTS,,,,,,,DATASOURCE_FPBLR2017,BLR_2017_SHLSS_v01_M,,29.19,,,,,,29.19,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AMR,Americas,Country,CAN,Canada,Year,2017,false,Household composition by age,Multigenerational and/or Adults with older persons,HOUSEHOLD_COMP_BY_AGE_HH_COMP_MULTIGEN_WITH_OLDER,,,,,,,DATASOURCE_FPCAN2017,CAN_2017_SHS_v01_M,,3.2,,,,,,3.2,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2017,true,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPIDN2017,IDN_2017_SUSENAS_v01_M,,3.87,,,,,,3.87,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,AFR,Africa,Country,GAB,Gabon,Year,2017,true,Household composition by age,Adults with children and adolescents,HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS_WITH_KIDS,,,,,,,DATASOURCE_FPGAB2017,GAB_2017_EGEP_v01_M_v04_A_SSAPOV,,3.91,,,,,,3.91,,,EN,2023-06-19T22:00:00.000Z
FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2017,true,Household composition by age,Adults only (20-59 years old),HOUSEHOLD_COMP_BY_AGE_HH_COMP_ADULTS,,,,,,,DATASOURCE_FPBTN2017,BTN_2017_BLSS_v01_M,,3.97,,,,,,3.97,,,EN,2023-06-19T22:00:00.000Z
